key,source,target
ST_bot_Variations/GenericHeister_ID_bot_TwoBagFilled_combat_1_All_9,That’s all I can carry.,Больше не унесу.
ST_bot_Variations/GenericHeister_ID_bot_TwoBagFilled_stealth_1_All_9,That’s all I can carry.,Больше не унесу.
ST_bot_Variations/GenericHeister_ID_bot_CasesDisable_1_All_4,The alarm will trigger once we break inside the display cases. I can turn it off.,"Сигнализация сработает, как только мы взломаем витрины. Я могу ее отрубить."
ST_bot_Variations/GenericHeister_ID_bot_BuzzsawRestart_combat_1_All_4,The buzzsaw is stuck.,Циркулярка застряла.
ST_bot_Variations/GenericHeister_ID_bot_BuzzsawRestart_stealth_1_All_4,The buzzsaw is stuck.,Циркулярка застряла.
ST_bot_Variations/GenericHeister_ID_bot_BuzzswaSpeedup_combat_1_All_2,The buzzsaw is taking ages. Should I speed it up?,Слишком долго пилим. Мне ускорить циркулярку?
ST_bot_Variations/GenericHeister_ID_bot_BuzzsawRestart_combat_1_All_2,The buzzsaw needs restarting. Should I fix it?,Пилу нужно перезапустить. Мне починить ее?
ST_bot_Variations/GenericHeister_ID_bot_BuzzsawRestart_stealth_1_All_2,The buzzsaw needs restarting. Should I fix it?,Пилу нужно перезапустить. Мне починить ее?
ST_bot_Variations/GenericHeister_ID_bot_OperateButtons_1_All_1,The cages are unlocked with these buttons. Should I try to open them?,Клетки открываются этими кнопками. Мне попытаться их разблокировать?
ST_bot_Variations/GenericHeister_ID_bot_CasesDisable_1_All_3,The display cases are wired to alarm. Should I try to disable it?,На витринах стоит сигнализация. Я попробую отключить ее?
ST_bot_Variations/GenericHeister_ID_bot_DrillSpeedup_combat_1_All_4,The drill can work much faster. Let me speed it up.,Дрель может работать намного быстрее. Давайте я ускорю ее.
ST_bot_Variations/GenericHeister_ID_bot_DrillRestart_combat_1_All_5,The drill has stopped.,Дрель остановилась.
ST_bot_Variations/GenericHeister_ID_bot_DrillRestart_combat_1_All_4,The drill is jammed.,Сверло забито.
ST_bot_Variations/GenericHeister_ID_bot_DrillRestart_stealth_1_All_4,The drill is jammed.,Сверло забито.
ST_bot_Variations/GenericHeister_ID_bot_DrillRestart_combat_1_All_2,The drill needs restarting. I can do it.,Дрель нужно перезапустить. Я могу сделать это.
ST_bot_Variations/GenericHeister_ID_bot_DrillSpeedup_combat_1_All_5,The drilling takes too much time. Let me fix it.,Слишком долго сверлим. Давайте разберусь с этим.
ST_bot_Variations/GenericHeister_ID_bot_GuardNoSticky_1_All_1,The guard is no more on me.,Охранник больше меня не преследует.
ST_bot_Variations/GenericHeister_ID_bot_GuardSticky_1_All_3,The guard is watching me.,Охранник следит за мной.
ST_bot_Variations/GenericHeister_ID_bot_SuccLockpick_stealth_1_All_3,The lock is open.,Замок открыт.
ST_bot_Variations/GenericHeister_ID_bot_UseMG_1_All_2,The machine gun can help us. I can use it.,Пулемет нам пригодится. Я умею им орудовать.
ST_bot_Variations/GenericHeister_ID_bot_SecurityRoomDisable_1_All_1,The safest way is to clear the security room. Do you want me to try it?,"Безопаснее всего будет зачистить комнату охраны. Могу попробовать, хотите?"
ST_bot_Variations/GenericHeister_ID_bot_YachtSearch_stealth_1_All_3,There is no point in standing idle. Let us join the search.,Нет смысла стоять без дела. Присоединимся к поискам.
ST_bot_Variations/GenericHeister_ID_bot_Attack_1_All_1,There is too many cops. Let’s take them out by force.,"Копов слишком много. Нужно разобраться с ними, и пожестче."
ST_bot_Variations/GenericHeister_ID_bot_SplitEscape_1_All_2,There is too many of them. Should we split?,Их слишком много. Нам разделиться?
ST_bot_Variations/GenericHeister_ID_bot_Attack_1_All_3,There is too many of them. We never pass through them without notice. Let’s attack.,Их слишком много. Нам никогда не удается проскользнуть незамеченными. Лучше нападем.
ST_bot_Variations/GenericHeister_ID_bot_Start1_1_All_3,This is a fucking robbery!,"Это ограбление, мать вашу!"
ST_bot_Variations/GenericHeister_ID_bot_Start1_1_All_2,This is a robbery!,Это ограбление!!
ST_bot_Variations/GenericHeister_ID_bot_ThrowBagAt_combat_1_All_10,Throwing bag!,Лови сумку.
ST_bot_Variations/GenericHeister_ID_bot_ThrowBagAt_stealth_1_All_10,Throwing bag!,Лови сумку.
ST_bot_Variations/GenericHeister_ID_bot_ThrowBagAt_combat_1_All_9,Throwing.,Оп.
ST_bot_Variations/GenericHeister_ID_bot_ThrowBagAt_stealth_1_All_9,Throwing.,Оп.
ST_bot_Variations/GenericHeister_ID_bot_FarFollowMe_combat_1_All_2,To me.,Ко мне.
ST_bot_Variations/GenericHeister_ID_bot_FarFollowMe_stealth_1_All_3,To my position.,Давайте к моей позиции.
ST_bot_Variations/GenericHeister_ID_bot_TwoBagFilled_combat_1_All_13,Two bags are heavy.,Две сумки — тяжело.
ST_bot_Variations/GenericHeister_ID_bot_TwoBagFilled_stealth_1_All_13,Two bags are heavy.,Две сумки — тяжело.
ST_bot_Variations/GenericHeister_ID_bot_TwoBagFilled_combat_1_All_6,Two full bags.,Две полные сумки.
ST_bot_Variations/GenericHeister_ID_bot_TwoBagFilled_stealth_1_All_6,Two full bags.,Две полные сумки.
ST_bot_Variations/GenericHeister_ID_bot_TwoBagFilled_combat_1_All_2,Two.,Два.
ST_bot_Variations/GenericHeister_ID_bot_TwoBagFilled_stealth_1_All_2,Two.,Два.
ST_bot_Variations/GenericHeister_ID_bot_PickUpHeavyBox_1_All_1,Uh.,Ух.
ST_bot_Variations/GenericHeister_ID_bot_PickUpHeavyBox_1_All_2,Uh.,Ух.
ST_bot_Variations/GenericHeister_ID_bot_Start1_1_All_9,We are here for your money!,Мы пришли за деньгами!
ST_bot_Variations/GenericHeister_ID_bot_ShootoutStart_1_All_2,We are in position. Waiting for your signal.,Мы на позиции. Ожидаем вашего сигнала.
ST_bot_Variations/GenericHeister_ID_bot_DrillRestart_combat_1_All_6,We are losing time. The drill is jammed.,Мы теряем время. Сверло забито.
ST_bot_Variations/GenericHeister_ID_bot_ShootoutStart_1_All_1,We are ready for the shootout. Should we start?,Мы готовы к перестрелке. Начнем?
ST_bot_Variations/GenericHeister_ID_bot_Operate_combat_1_All_4,We are wasting time. Can you let me?,Мы теряем время. Позволите?
ST_bot_Variations/GenericHeister_ID_bot_GreetingHeister_stealth_1_All_5,We can do it.,У нас получится.
ST_bot_Variations/GenericHeister_ID_bot_Start3_1_All_4,We don’t want to hurt no one. We are here for the money.,Мы не хотим кровопролития. Мы пришли за деньгами.
ST_bot_Variations/GenericHeister_ID_bot_GuardAlertElim_1_All_2,We have got a hero here.,У нас здесь герой нарисовался.
ST_bot_Variations/GenericHeister_ID_bot_SynchroEscape_1_All_2,We must move together. I can lead you.,Нам нужно двигаться вместе. Я могу повести вас.
ST_bot_Variations/GenericHeister_ID_bot_BuzzsawRestart_combat_1_All_3,We must restart the buzzsaw. Can I?,Нам нужно перезапустить пилу. Я займусь?
ST_bot_Variations/GenericHeister_ID_bot_BuzzsawRestart_stealth_1_All_3,We must restart the buzzsaw. Can I?,Нам нужно перезапустить пилу. Я займусь?
ST_bot_Variations/GenericHeister_ID_bot_DrillRestart_combat_1_All_3,We must restart the drill. I am near.,Нам нужно перезапустить дрель. Я как раз рядом.
ST_bot_Variations/GenericHeister_ID_bot_DrillRestart_stealth_1_All_3,We must restart the drill. I am near.,Нам нужно перезапустить дрель. Я как раз рядом.
ST_bot_Variations/GenericHeister_ID_bot_GenericSuggestion_combat_1_All_6,We need an action.,Нам нужно действовать.
ST_bot_Variations/GenericHeister_ID_bot_StartDrill_combat_1_All_3,We need that drill. Should I take care of it?,Нам нужна дрель. Мне разобраться с этим?
ST_bot_Variations/GenericHeister_ID_bot_StartLoot_combat_1_All_5,We need to bag this loot.,Нам нужно положить добычу в сумки.
ST_bot_Variations/GenericHeister_ID_bot_FarFollowMe_combat_1_All_3,We need to get together.,Нам нужно собраться вместе.
ST_bot_Variations/GenericHeister_ID_bot_Rappel_combat_1_All_1,We need to install the rappel. Can I do it?,Нам нужно разместить веревку. Могу я?
ST_bot_Variations/GenericHeister_ID_bot_C4Place_1_All_4,We need to plant these explosives. Should I do it?,Нам нужно разместить эту взрывчатку. Мне заняться этим?
ST_bot_Variations/GenericHeister_ID_bot_StartDrill_combat_1_All_1,We need to start drilling.,Нужно начать сверлить.
ST_bot_Variations/GenericHeister_ID_bot_StartBuzzsaw_combat_1_All_3,We need to start using the buzzsaw.,Нужно начать пилить.
ST_bot_Variations/GenericHeister_ID_bot_Zipline_combat_1_All_1,We should place the zipline. Do you want me to do it?,"Нам нужно разместить трос. Хотите, я займусь?"
ST_bot_Variations/GenericHeister_ID_bot_BuzzsawRestart_combat_1_All_5,We stop sawing. I can check the buzzsaw.,Больше не пилим. Могу проверить циркулярку.
ST_bot_Variations/GenericHeister_ID_bot_BuzzsawRestart_stealth_1_All_5,We stop sawing. I can check the buzzsaw.,Больше не пилим. Могу проверить циркулярку.
ST_bot_Variations/GenericHeister_ID_bot_FindAlternateRoute_1_All_1,Willing to find a safe route?,Хотите найти безопасный путь?
ST_bot_Variations/GenericHeister_ID_bot_GenericSuggestion_stealth_1_All_6,Would you let me?,Разрешите мне?
ST_bot_Variations/GenericHeister_ID_bot_CatchBag_combat_1_All_2,Yes.,Да.
ST_bot_Variations/GenericHeister_ID_bot_CatchBag_stealth_1_All_2,Yes.,Да.
ST_bot_Variations/GenericHeister_ID_bot_GreetingHeister_stealth_1_All_3,You alright?,Вы как?
ST_bot_Variations/GenericHeister_ID_bot_StartBuzzsaw_combat_1_All_4,You busy? I can install the buzzsaw.,Вы заняты? Я могу поставить пилу.
ST_bot_Variations/GenericHeister_ID_bot_StartDrill_combat_1_All_4,You let me to plant that drill?,Разрешите установить дрель?
ST_bot_Variations/GenericHeister_ID_bot_CrowdControl_1_All_5,You ready?,Вы готовы?
ST_bot_Variations/GenericHeister_ID_bot_Operate_combat_1_All_1,You want me to place the thing?,"Могу установить эту штуковину, хотите?"
ST_BotOrders/botorder_planner_wrz_attack_are_you_ready,Are you ready to fuck them up?,Готовы их размазать?
ST_BotOrders/botorder_planner_dds_bonus_crate,Do you want a bonus crate?,"Может, дополнительный ящик?"
ST_BotOrders/botorder_planner_99p_going_bitch,Going for the Bitch?,Мы за Сукой?
ST_BotOrders/botoder_place_buzzsaw,"I’ll place the buzzsaw, ok?","Я поставлю циркулярку, ладно?"
ST_BotOrders/botorder_pick_loot_cash,Let's get the cash!,Хватаем бабло!
ST_BotOrders/botorder_search_boat,Should I search here?,Мне поискать здесь?
ST_BotOrders/botorder_planner_wrz_running_low_allies,"You’re running low on numbers, should I send you help?","У вас там народу совсем мало, мне прислать помощь?"
ST_BotOrders/botorder_pick_loot_bag,You want me to take the bag?,Мне взять пакет?
ST_brk_Variations/GenericHarmful_ID_brk_taunt_short_1_All_1,"Aaaaa, die!","А-а-а-а, сдохни!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_graves_1_All_16,Ah! Ahhhh! My arm! It ripped off my fucking arm!,Ах! А-а-а-а-а! Моя рука! Мне нахрен оторвали руку!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_cafe_injured_1_All_4,Ah! My leg! I can’t move my fucking leg!,"Ой, моя нога! Я не могу пошевелить гребаной ногой!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_graves_1_All_5,Ahhhh!,А-а-а-а!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_cafe_injured_1_All_3,Ahhhh! Ahhhhhh!,А-а-а-а-а! А-а-а-а!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_graves_1_All_3,Ahhhh! Ahhhhhhhh!,А-а-а-а-а! А-а-а-а!
ST_brk_Variations/GenericHarmful_ID_brk_detected_1_All_5,Alarm!,Тревога!
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_2,"Are you scared, fucker?","Что, мудила, страшно?"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_cafe_injured_1_All_5,Ay! I need some help here. He’s fucking dying!,"Ай! Помогите, он тут подыхает!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_fallback_scudos_1_All_16,Back up! There’s too many!,Назад! Их слишком много!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_graves_1_All_15,Baker's crew's coming! Clear these bitches out!,Идут ребята Бейкера! Этим сучкам конец!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_graves_1_All_11,Baker's got our backs; we got his!,"Бейкер нас прикроет, а мы — его!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_cafe_idle_1_All_2,"Barely survived and we haven’t even seen those metal-fuckers yet. This is bad, man…","Еле выжили, а ведь мы еще даже не видели этих железных ублюдков. Это плохо, чувак…"
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_3,Bastard! I’ll find ya!,Ублюдок! Я тя найду!
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_1,"Beat it, you prick!","Свали на хрен, чмо!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_fallback_graves_1_All_6,"Better not come back, motherfuckers!","Вам лучше не возвращаться, ублюдки!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_graves_1_All_14,Blast any motherfucker coming out of that motel!,"Разнесите любого ублюдка, кто высунется из мотеля!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_scudos_1_All_7,Blow their fucking heads off!,Разнесите их гребаные бошки!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_cafe_idle_1_All_1,Cagnali can’t win. She just can’t.,Канали не будет ждать. Просто не будет.
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_staircase_1_All_11,Cagnali don’t know who she fucking with.,"Канали даже не представляет, с кем она связалась."
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_enemy_motel_1_All_7,Cagnali’ll kill us if we fail!,"Канали убьет нас, если мы обосремся!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_cafe_scudos_1_All_1,Cagnali’s got a plan for all of you… believe that.,У Канали есть план для всех вас… уж поверьте.
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_cafe_scudos_1_All_4,Cagnali’s on a mission. And she’s gonna see it through.,У Канали есть задача. И она доведет ее до конца.
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_3,Come and get some!,Подходи на раздачу!
ST_brk_Variations/GenericHarmful_ID_brk_taunt_short_1_All_4,Come on!,Ну же!
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_4,"Come on, bastard!","Ну давай, ублюдок!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_5,"Come on, come on man!","Ну давай, чувак, давай же!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_6,"Come on, coward!","Ну давай, трус!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_7,"Come on, suckers!","Давайте, лошары!"
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_4,Come out and fight!,Выходи и сражайся!
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_5,"Come out and fight, rat!","Выходи и сражайся, крыса!"
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_6,Come out!,Выходи!
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_7,Come out! I can smell ya!,Выходи! Я чую твой страх!
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_10,"Come out, I know you’re there!","Выходи, я знаю, что ты там!"
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_8,"Come out, bastard!","Выходи, ублюдок!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_8,"Come out, coward!","Покажись, трус!"
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_9,"Come out, fucker!","Выходи, кретин!"
ST_brk_Variations/GenericHarmful_ID_brk_search_rare_1_All_11,"Come out, how long do you think you can hide!?","Выходи. Думаешь, что сможешь долго прятаться?!"
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_11,"Come out, sucker!","Выходи, лошара!"
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_12,"Come out, swine!","Выходи, свинья!"
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_13,"Come out, you coward!","Выходи давай, трус!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_rare_1_All_1,Consider yourself on a lead diet!,Для тебя в меню только свинец!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_scudos_1_All_15,Control to overwatch. The gang is attacking the motel terminal-site!,"Центр патрулю, банда атакует терминал мотеля!"
ST_brk_Variations/GenericHarmful_ID_brk_search_rare_1_All_15,Crawl out! We know where you’re hiding!,"Вылезай! Мы знаем, где ты прячешься!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_short_1_All_3,Damn!,Тьфу!
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_9,"Damn, bastard!",Вот же ублюдок!
ST_brk_Variations/GenericHarmful_ID_brk_bumpinto_1_All_1,"Damn, get lost!","Блин, гуляй отсюда!"
ST_brk_Variations/GenericHarmful_ID_brk_detected_1_All_7,"Damn, how did ya get in here?","А ты здесь, блин, откуда?"
ST_brk_Variations/GenericHarmful_ID_brk_detected_1_All_8,"Damn, take him out!","Чёрт, завалите его!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_scudos_1_All_5,Defend the terminal!,Защищайте терминал!
ST_brk_Variations/GenericHarmful_ID_brk_taunt_short_1_All_6,Die bitch!,"Сдохни, сука!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_11,Die you rat!,"Сдохни, крыса!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_short_1_All_5,Die!,Сдохни!
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_12,"Die, die, fucker!","Сдохни, тварь!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_short_1_All_7,"Die, fucker!","Сдохни, мудак!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_13,"Die, motherfucker!","Сдохни, скотина!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_short_1_All_14,Dieeeeee!,Убью-у-у-у!
ST_brk_Variations/GenericHarmful_ID_brk_bumpinto_1_All_2,Do I know you?,Я тебя знаю?
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_scudos_1_All_1,Do not let them inside the motel!,Не пускайте их в мотель!
ST_brk_Variations/GenericHarmful_ID_brk_search_rare_1_All_10,Do you hear me? Crawl out! I know you can hear me!,"Ты меня слышишь? Выползай! Я знаю, что слышишь!"
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_14,Do you hear me? I’m gonna find ya!,Ты меня слышишь? Я тя найду!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_staircase_1_All_8,Don’t even feel like Rockay no more. Hope this plan works.,"Ничего себе, как изменился Рокай. Надеюсь, план сработает."
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_15,Don’t test my patience!,Не испытывай мое терпение!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_graves_1_All_7,Dropped his bitch ass!,"Получил, сученыш!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_14,"Eat lead, asshole!","Жри свинец, урод!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_15,"Eat that, asshole!","Получи, урод!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_scudos_1_All_9,Enemy combatants!,Вражеские бойцы!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_fallback_scudos_1_All_17,Evacuate the motel! Can’t go on like this!,Эвакуируемся из мотеля! Так больше не может продолжаться!
ST_brk_Variations/GenericHarmful_ID_brk_blocker_1_All_1,"Excuse me, but this place accepts only members.","Извините, но вход только для членов клуба."
ST_brk_Variations/GenericHarmful_ID_brk_blocker_1_All_5,"Excuse me, but this place accepts only members.","Извините, но вход только для членов клуба."
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_fallback_scudos_1_All_14,Fall back!,Отступайте!
ST_brk_Variations/GenericHarmful_ID_brk_bumpinto_1_All_4,Find someone else!,Найди кого другого!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_scudos_1_All_3,Fire! Fire!,Огонь! Огонь!
ST_brk_Variations/GenericHarmful_ID_brk_taunt_short_1_All_15,"Fire, fire!",Огонь! Огонь!
ST_brk_Variations/GenericHarmful_ID_brk_detected_1_All_9,Freeze! You're not allowed here!,Стоять! Тебе сюда нельзя!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_graves_1_All_2,Fuck off out of our city!,Проваливайте из нашего города!
ST_brk_Variations/GenericHarmful_ID_brk_detected_1_All_10,"Fuck off, asshole!","Отвали, урод!"
ST_brk_Variations/GenericHarmful_ID_brk_detected_1_All_11,"Fuck you man, I’ll kill ya!","Чувак, я тя, тварь, прикончу!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_cafe_scudos_1_All_6,Fuck you! You can fucking kill me! It isn’t going to save you.,Да иди ты! Можешь убить меня! Тебя это не спасет.
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_graves_1_All_1,"Fuck you, assholes! I used to live here!","Пошли на хуй, твари! Это был мой дом!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_graves_1_All_10,Fuck!,Чёрт!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_graves_1_All_12,Fuck! The metal ones are here!,"Блин, эти железяки уже здесь!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_16,"Fuck, I’ll kill ya!","Я тебя, тварь, прикончу!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_17,"Fuck, I’m gonna kill ya!","Я тебя, тварь, щас прикончу!"
ST_brk_Variations/GenericHarmful_ID_brk_detected_1_All_12,"Fuck, what are you doin’ here?","Чёрт, ты что тут делаешь?"
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_16,Fucking bastard!,Гребаный ублюдок!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_graves_1_All_15,Fucking help me!,"Блядь, помогите мне!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_graves_1_All_2,Fucking look out!,"Осторожно, мать вашу!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_graves_1_All_9,Fucking robots!,Чертовы роботы!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_cafe_injured_1_All_6,Fuck… I don’t feel so good…,Блин… Как-то мне нехорошо…
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_fallback_scudos_1_All_11,Gang members have overrun the motel!,Бандиты захватили мотель!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_scudos_1_All_6,Get behind something!,Спрячьтесь за чем-нибудь!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_graves_1_All_17,Get down!,На землю!
ST_brk_Variations/GenericHarmful_ID_brk_bumpinto_1_All_5,Get lost!,Гуляй отсюда!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_fallback_scudos_1_All_13,Get out of the motel! We’re dying in there!,"Выбирайтесь из мотеля, пока нас не убили!"
ST_brk_Variations/GenericHarmful_ID_brk_detected_1_All_13,Get outta here!,Свали оттуда!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_graves_1_All_16,Get the fuck down!,"Ложись, мать твою!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_graves_1_All_13,Get the fuck out of Rockay!,Проваливайте из Рокая!
ST_brk_Variations/GenericHarmful_ID_brk_taunt_short_1_All_8,Get them!,Мочи их!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_graves_1_All_8,Get your fucking head down!,"Не высовывайте бошки, чтоб вас!"
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_19,Give them hell!,Устройте им ад!
ST_brk_Variations/GenericHarmful_ID_brk_bumpinto_1_All_6,Go bother someone else!,Приставай к кому другому!
ST_brk_Variations/GenericHarmful_ID_brk_taunt_longer_1_All_20,"Go fellas, go!","Давай, ребят, давай!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_staircase_1_All_7,Go show 'em whose city this is.,"Покажите им, чей это город."
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_graves_1_All_4,Go! Go! Get in there!,"Вперед, вперед! Заходим!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_fallback_scudos_1_All_15,"Go, go, go! Get out of there!","Живо, живо! Выбирайтесь оттуда!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_graves_1_All_10,Gonna show you motherfuckers what we’re about!,"Сейчас эти сосунки узнают, кто мы такие!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_staircase_1_All_2,Good luck out there.,Удачи вам.
ST_brk_Variations/GenericHarmful_ID_brk_bumpinto_1_All_7,Got a problem?,Проблемы?
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_fallback_graves_1_All_3,"Got your fucking tails tucked, bitches!","Что, поджали хвосты, сучки?"
ST_brk_Variations/GenericHarmful_ID_brk_detected_1_All_14,Gotcha! You’re dead meat!,Оп-па! Ну теперь ты труп!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_staircase_1_All_3,Graves are with you.,Грейвы с вами.
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_graves_1_All_9,Graves gonna put ya six feet under!,Грейвы зароют тебя на два метра под землю!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_fallback_graves_1_All_12,"Graves-land, bitch!","Это территория грейвов, сука!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_graves_1_All_6,Grenade!,Граната!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_fallback_graves_1_All_2,Hahaha! Look at them running!,"Ха-ха-ха! Посмотрите, как они бегут!"
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_17,He must be hiding nearby.,Он точно прячется неподалеку.
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_18,He must be somewhere around here.,Он точно где-то тут рядом.
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_19,He must be somewhere around.,Он точно где-то рядом.
ST_brk_Variations/GenericHarmful_ID_brk_search_short_1_All_20,He must be somewhere here!,Он точно где-то тут!
ST_brk_Variations/GenericHarmful_ID_brk_detected_1_All_15,Help! Somebody’s here!,На помощь! Тут кто-то есть!
ST_brk_Variations/GenericHarmful_ID_brk_detected_1_All_6,Here they are!,Вот они!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_apartments_scudos_1_All_9,Here they come!,Они приближаются!
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_fallback_graves_1_All_9,"Hey! Get your ass back here, pussy!",Эй! Куда это ты сваливаешь?
ST_brk_Variations/GenericHarmful_ID_brk_blocker_1_All_3,"Hey! This is just for members, you got that?!","Эй! Тут только для членов клуба, понятно?!"
ST_brk_Variations/StoryCharacter3D_ID_brk_99p_start_fight_scudos_1_All_13,Hey! We got a man down over here!,"Эй, у нас раненый!"
ST_brk_Variations/GenericHarmful_ID_brk_detected_1_All_1,"Hey, look out.","Эй, осторожно."
ST_brk_Variations/GenericHarmful_ID_brk_bumpinto_1_All_8,"Hey, whassup? Get lost!","Эй, че как? Гуляй отсюда!"
ST_brk_Variations/GenericHarmful_ID_brk_suspicion_short_1_All_5,Hey?,Эй?
ST_brk_Variations/GenericHarmful_ID_brk_suspicion_rare_1_All_6,Hey? What's going on?,Эй! Что происходит?
ST_brk_Variations/GenericHarmful_ID_brk_suspicion_short_1_All_3,Hm?,М-м?
